kind,stage,severity,seed,condition,accuracy,n
ablation,V2,0.4,1,fragmented,0.300000,70
ablation,V2,0.4,1,low_contrast,0.571429,70
ablation,V2,0.4,1,noise,0.642857,70
ablation,V2,0.4,1,crowded,0.357143,70
ablation,V2,0.4,1,rotated,0.500000,70
ablation,V2,0.4,1,sheared,0.457143,70
ablation,V4,0.4,1,canonical,0.485714,70
ablation,V4,0.4,1,fragmented,0.185714,70
ablation,V4,0.4,1,low_contrast,0.342857,70
ablation,V4,0.4,1,noise,0.271429,70
ablation,V4,0.4,1,crowded,0.257143,70
ablation,V4,0.4,1,rotated,0.328571,70
ablation,V4,0.4,1,sheared,0.185714,70
ablation,IT,0.4,1,canonical,0.457143,70
ablation,IT,0.4,1,fragmented,0.285714,70
ablation,IT,0.4,1,low_contrast,0.428571,70
ablation,IT,0.4,1,noise,0.500000,70
ablation,IT,0.4,1,crowded,0.271429,70
ablation,IT,0.4,1,rotated,0.357143,70
ablation,IT,0.4,1,sheared,0.328571,70
ablation,V1,0.4,2,canonical,0.228571,70
ablation,V1,0.4,2,fragmented,0.200000,70
ablation,V1,0.4,2,low_contrast,0.114286,70
ablation,V1,0.4,2,noise,0.100000,70
